Timestamp,Your ID/alias,What do you think happened is video?,What do you think happened in this video?,What do you think happened in this video? ,What do you think happened in this video? ,What do you think happened in this video?,What do you think happened in this video?
11/16/2016 10:57:20,27,"There are various ways to look at this. If one does not interpret anything, the video showed two triangles, one small, one big, moving around inside of a line, which had a shape of a room, looking at it from the top. The line was not closed, rather it had an opening. The triangles moved inside of this line and the big one moved outside a bit into the video. Eventually, the big one tried to push the small one outside (although that can already count as an interpretation - instead of a description). So going away from the descriptive side towards an interpretation, I think I saw two triangles, that interacted in a way that seemed like they were some kind of agent. They could be two persons or animals. The reason for this, is that their movements seemed very close to a situation in which for instance, a mother and a child are playing (when turning around a center point - as if holding each other's hands). Next, the mother agent (the big triangle) tries to get the small agent outside of the house (the line described above). But the child agent does not seem to want to go outside alone, since it is waiting for the other agent to come with him.","Two triangles were moving around inside a quadratic line - from left to right, always turning about 45 degrees whenever hitting a wall. And they hit the wall, every time, they reached the left or right side of the quadratic line. ","Two triangles were interacting with each other. The bigger one went around in circles, when the smaller one joined him, following him and doing the exact same movements as the other one. That is, whenever the bigger one stopped, the smaller one stopped. Whenever the bigger one turned around, the smaller one turned around also. At some point, the smaller one bumps into the bigger one, and the bigger one turns to him. That is when the smaller one goes away quickly. ","Two triangles were floating around inside of a quadratic line. They hit the walls and flew off the walls in the angle they hit them. They never touched each other. At the end, they floated out of the quadratic line.","The bigger triangle pushed the smaller triangle into a room-shaped line (view from the top.) Then the smaller triangle tried to escape this ""room"". But the bigger one would not let him, blocking the only exit. The smaller triangle tried other ways to get out - bumping into the bigger one, going close to the bigger one - seemingly touching him softly - going into the corner of the room, facing away from the bigger one. That is when the bigger one goes close to the smaller one and the smaller one finally escapes.","Two triangles were moving around inside of a quadratic line. They hit that line and another one, which was inside of that quadratic line (which had a room-like shape). Both triangles never hit each other, only the walls."
12/3/2017 21:33:52,Hugo,"A mother and her child leaving home. They are closely connected, but the child does not want to leave.","Two triangles randomly moving, like in a computer game",The small triangle is following/ teasing the big one. The big one gets irritated.,Two triangles moving randomly. No personality,"The big triangle could symbolize a mother grounding her child. The child tries to soften her up, and tricks his way out of there and runs away",Two triangles moving randomly. There is no gravity it seems. 
12/3/2017 21:39:56,Bambus,"A bigger red triangle and a smaller dark triangle was in a square with an opening. The two triangles formed a figure together. The red triangle went out of the square and went back in. Lastly, the red square pushed the smaller triangle out of the square and they formed the figure again.",The red bigger triangle was at the bottom and the smaller triangle at the top. They were both outside the square and went from side to side.,"There was no square in the middle. First the red triangle appears and then the smaller triangle appears. The small triangle follows the red triangle which sometimes turns around looking at the smaller triangle. Lastly, the small triangle goes away.","The two triangles goes from wall to wall in the bigger outer square. Lastly, they slip through the wall and disappears. ",The bigger triangle traps the smaller triangle in a square blocking the exit. The bigger triangle pushes the smaller square inside the box and the smaller triangle escapes. ,The two triangles goes from wall to wall between the outer bigger square and a smaller square in the middle of the bigger square. The red triangle moves with the clock and the smaller triangle against the clock.
12/3/2017 22:06:33,141,The baby triangle doesn’t want his mom to leave the house,Nothing really happened ,The red triangle got annoyed and angry that the blue one kept following him,Triangles floating in space,The red triangle tries to keep the blue one trapped inside the house,Triangles floating in space with a box in the middle
12/3/2017 22:32:24,KK,The mother kicked the child out of the nest,Ping-pong game,The small triangle hides from the large one,It looks like one of the harder levels in bubble struggle. ,The large triangle traps the smaller one until it escapes,The pattern is arbitrary. The figures have no human behavior or event of action
12/3/2017 23:00:46,cool,"A little triangle, 'child figure' and a big triangle 'mother figure', dancing and spinning inside a box. The big triangle tries to get the little one to go outside the box, but it seems scared. After a few attempts the little triangle comes outside and they dance and spin again. ",A little black triangle and a big red triangle bounching horizontally from side to side. ,"A big triangle moving around the edges of the image in a sequence stopping every 10 skips, approximately, and skipping around i the same place. A little triangle is following the big one, but gets 'told of' and runs away. ",A big and little triangle bouncing of the sides of the image randomly. ,The big triangle putting the little one into the box and blocking the opening. The little one is trying to get out and succeeds in the end. The big triangle looks for it. ,Both the big and the little triangle bouncing of the edges of the image and on the outside of the box in the middle. 
12/3/2017 23:05:37,SD, I saw it as a metaphor for someone (the smaller triangle) wanting to gain independence (step out into the world) but not really having the courage to do it without a little nudge (from the bigger triangle).,Two triangles bouncing from wall to wall sometimes being a bit closer to each other and sometimes distancing from each other. I was half expecting them to end up together in the square in the middle but that did not happen. ,"The smaller one followed the bigger one but when the bigger one turned around, the smaller one acted as he just so happened to be there. Finally the bigger one confronted the smaller one and the smaller one ran away.",The triangles were bouncing from wall to wall and it seemed sometimes as they would meet but the always passed each other untouched. Seemed as something that could be an analogy of two people's lives. ,"The bigger one  did not want the smaller one to get out of the room and after trying, the smaller one went to the corner and seemed to cry. The bigger one lost it's guard and came to see what's up and the smaller one had the chance to flee.",Another video where you'd expect them to bump into each other but every time the just barely pass without touching.
12/3/2017 23:17:20,nemt,"Two triangles, a big and a small, were interacting. They were inside a non-closed square for the most of the time, but sometimes one, or both, would exit.","Two triangles, a big and a small, were bouncing back and forth in horizontal directions. There was a sort of no-gravity effect. In the middle they were separated by a square.","The child triangle is following the bigger triangle around doing the exact same things. The parent triangle (big red one) is just chilling' around. When the kid accidentally touches the parent triangle in the end, it becomes angry and chases the child triangle out of the enclosed space.",The triangles are floating around in a no gravity space. The walls surrounding them make them bounce off. They don't bounce in the expected direction though. It also seems like the direction is set so they always dodge each other.,"The parent triangle sets baby triangle in a box. The baby triangle tries to escape the box, but the parent triangle forces the baby to stay inside by blocking the entrance. The baby triangle starts crying in the corner, and the parent triangle looks after it. But it was a trick! The baby triangle escapes the box and even the house (the confined space). The parent triangle is searching for the baby.",The triangles are bouncing randomly around in the confined space. For some reason they never hit each other. In the end they loose momentum and start moving slowly.
12/4/2017 9:25:38,elf,They made me think of birds: the mother wanted the little bird to grow up and leave the nest,triangle-shaped objects going endlessly from side to side in a box,"Mother triangle walking round an enclosure, baby triangle following it.","Two objects bouncing randomly from the boundaries of the square, no interaction between them.","The mother triangle wants to keep an eye on the wild baby triangle, but it manages to escape.","Two randomly bouncing triangles (not ""alive""/""conscious"")"
12/4/2017 10:10:43,trielf ,"At first it seems like the triangles like each other. Maybe a child-parent relationship. But then something happens and they seem to disagree on something. The big triangle denies the small triangle access, but then they are friends again and play. ",It looks like a ping-pong computer game without a ball. The triangles just go from wall to wall. ,The big triangle is being stalked by the small blue triangle. When the red triangle turns around the blue triangle stops. At the end the red triangle confronts the blue triangle and yells at it. The blue triangle runs away. ,The triangles bounce from wall to wall until the walls disappear and they disappear out of the frame. ,"The red triangle is a parent and the blue is a child. The child is sent to his/her room and the parent blocks the door, but the child gets the parent to move and run away, and the parent tries to see where. ",The triangles bounce around in the picture frame. 
12/4/2017 12:49:45,Neo,"A parent/big triangle is bossing around with the small triangle. It is playful, though, and they sometimes break up their argument to start dancing and spinning in circles. The small triangle is not very obedient and teases the big triangle, pulling on it when it tries to leave the room and so on...","Two objects are bouncing back and forth in a room (never touching) in the same way that two rubber balls would. Finally, they zoom out of the room, through the wall","A big entity is having a nice stroll around an area. A small entity appears and starts following the big entity. A few times, the big entity turns around, presumably because it noticed something. Each time, the small entity stops up and looks away, presenting not to do anything, but as soon as the big entity returns to walking, it starts following again. Finally the big entity turns around, scolding the small entity, and the small entity runs away.","Two objects are bouncing around in a room, richocheting of the walls like two rubber balls would do, never touching each other. Eventually, they float out through the wall.","A big entity captures a smaller entity and puts it in a room, blocking the door so it can't escape no matter how hard it tries to pass. The small entity tickles the big entity, it rushes inside the room to scold the small one, and the small entity seizes the opportunity to flee the room and escape. The big entity rushes out, looking all around, but the small entity is nowhere to be seen.","Two triangles are bouncing around a room like two rubber balls, never touching, and never entering the room."
12/4/2017 13:03:06,TDK,"The big triangle helped the small triangle overcome its fear of the outside, of the unkown, so that they could dance together with much more room.","The two triangles are enjoying all the new space they have outside the little box in the middle, by running back and forth between the edges.","The big triangle is doing a silly walk, the small one sees this, thinks it looks fun and mimics. The big one does not want this however, so each time it turns around, the small triangle pretends to just be passing by or not paying attention. In the end the big triangle discovers the truth and gets angry. The small one runs off.","The two triangles are drifting between the edges, bouncing off of them, at seemingly random angles","The two triangles are fighting and the big one locks the small one in a square. The small one tricks the big one by caressing it and luring it into the square, into a corner, before making its escape.","The two triangles bounce around randomly again, though this time they use the edges as well as a square in the middle, effectively making them loop around the square."
12/4/2017 13:14:10,FPK,"It is a video showing me playing with my dog. It's a jolly playful dog, and he likes to play fetch. We also dance a little ","Two triangles playing air-hockey while also playing ""follow the leader"". They don't want to go home, into the little box, they will rather stay out and play","There is a detective following a suspect. He is almost caught a couple of times, but avoids this. Untill the end, when he is finally caught, and the suspect gets very mad and yells at him ","Sibling are playing. The bigger one tries to avoid the little sister, but the little sister want's to establish contact. Not very nice of the older sister, albeit understandable ","This event happens at the entrance of a nightclub. The little one wants to get form the waiting area into the club, but the bouncer won't let her. She tries to convince him verbally, but fails. Then she uses her female charm, and get's a little more personal, and starts to caress the bouncer. She flirts with him, and tricks him into leaving the doorway, so she can run into the club. ","They are running laps for fun (don't know why they would do that), but run in opposite directions so they won't tackle eachother if they get too competitive "
12/4/2017 13:14:31,Laura,A small and a big person dancing and kissing. One of them sometimes plays hard to get ,Two in a bouncy castle jumping from one side to the other,Pacman,Someone soaring in space,Someone being captured and then fooling the capturer and escaping,Someone jumping around
12/4/2017 13:37:28,Gnavern,The red triangle is the mother triangle and the blu triangle is very dependent on her and does not want her to leave nor to be alone. ,The two triangles move alike but the little blue cannot keep up with the big red.,The little blue is very playful and imitates the red but only when the red is not looking. At the end it laughs and runs off,Now the two triangles has smoked and every time they hit the wall the bounce off. A quite interesting game. ,"The red triangle has grounded the little blue. The little blue is scared and red takes it too far. When trying to apologize to blue, blue runs away and leaves mother red really frustrated. ",Red and blue are playing around the house. They have been smoking again. 
12/4/2017 13:38:46,SIM,"The big and the small triangles spin around, maybe dance. The small triangle does not want to go outside, so the big one pushes it outside. It finds out this is ok to be outside and they dance again.",The big and small triangle bounce around outside the box.,"The small triangle follows behind the big triangle, but does not want the big to find out. The small triangle bumps into the big triangle and it finds out the small triangle is following it. The big triangle gets angry and the small triangle runs away.",The big and small triangles bounce around.,"The small triangle does not want to go inside the box, but gets pushed into the box but the big triangle. The small triangle want to get out, but the big triangle is blocking the way. The small triangle then tricks the big triangle to go look in the corner and then escapes. The big triangle goes outside to look for the small triangle, but cannot find it.  ",The big and small triangles bounce around and off a box.
12/4/2017 13:52:00,975,The big and the small triangle are fighting over who gets to stay inside the box,The triangles were moving from side to side above and under the box without interacting with each other. ,The small triangle is following the big triangle. The big triangles discovers this and gets angry. ,The triangles are moving around on the screen in different patterns without touching each other. ,The small triangle tries to get out of the box but the big triangle is blocking the entrance. The small triangle distracts the big triangle and escapes.,"The two triangles are moving around the box in two different patterns, not touching each other. "
12/4/2017 13:57:03,supermie,"A mother triangle helped her triangle-child to explore the world outside the square, since the triangle child was scared to enter the outside world at first","The mother and child triangles are flowding around, looks like they have no control and that it is not on purpose","The mother triangle is walking around in a weird dancing way, and the triangle child is following","Both triangles are just flowing around in space, I don't really think they know what they are doing, but it looks quite relaxing",Now the triangle mother is very evil and has captured the child-triangle in the box - poor child :(,"Now they are flowing around outside the box, i think they are a bit confused and it does not really look like they want to get into the box"
12/4/2017 13:59:17,nulle,"the small triangle was trapped inside the ""box"" and could only come out with help from the bigger triangle, they became friends","The two triangles were running/floating from side to side, it looked relaxing, bouncing from side to side","looking like a computer game, where the little triangle followed the bigger one and the bigger one did not like it! therefore it looked back a few times and they had a fight","they were both floating around and it looks even more relaxing than the other video, they are floating slowly, just like airhockey","the big triangle is holding the smaller one trapped inside the box, and the little triangle want to get out, but it cannot, because the bigger one is blocking the exit","they are both floating around, but this time the box is in the middle, and it looks less relaxing because they are bouncing into it all the time "
12/4/2017 14:17:25,Kat,it was about the intern collaboration ,"all the time they were moving in the same direction, from the time they were no longer synchronized they started to rotate to the different direction until the point the distance was the longest and then they just disappear from the view of each other.","the biger red triangle is trying to get rid of the small one, it does not want to be followed and at the end it accomplished that",they are just roaming around,the big one does not want to allow the small one to come out,they are changing the sides 
12/4/2017 17:10:03,gchjv,"In the video, the big, red triangle and the little, black triangle have a sort of mother/child relationship. First they are within the square space which is safe, sort of like a home, and they spin around point to point. Then the big triangle leaves the safe square, but the smaller triangle is afraid to follow, and instead cowers in the corner of the safe square farthest from the exit. At first the big triangle tries to convince the small triangle to go outside, but when it is still afraid, the big triangle goes back inside and pushes the small triangle outside. The small triangle tries to hold on to the big triangle, but eventually ends up floating around the big space outside the square for a while by itself, while the big triangle blocks the entry back into the square. The smaller triangle stops trying to get back into the square/becomes more confident in the space outside the square, the big triangle joins it on the outside and they do their happy point-to-point spin again in celebration.","Two triangles bounce back and forth between the outer edges of a square space. Between them is another square with an opening on its right side. Both triangles comes close to hitting the square in the middle several times. The triangles are not synchronized, their bouncing patterns are uneven and irregular. After bouncing back and forth for a while, both triangles glide out of the frame to the right.","A red triangle moves around the edge of a square space in little jumps. After going halfway down the length of one side of the square, a smaller, black triangles appears and copies the movements of the red triangle as it continues around the square. Both triangles are moving with a point facing the direction of their movement, but a couple of times, the red triangle turns around as if to face the black triangle. The black triangle turns away, as if to pretend it wasn't following the red square, and then the red square faces it's point in the direction of movement again and continues on its route, and the black triangle follows it again. The third time (?) the red triangle turns around, it jumps angrily and the black square does so too, giving the sense that they're arguing and the red triangle wants to be left alone/for the black triangle to stop following it. Then the black triangle flees to the left side of the frame, leaving the square space.","Two triangles bounce back and forth in a square space. They bounce diagonally and asymmetrically, following no clear pattern, except that when they hit a wall their direction is reversed, but not in exactly the direction it came from. The two triangles are not synchronized. After bouncing around for a while, they glide out of the frame, one through the top and one through the bottom of the frame.","The big red and the small black triangle are fighting. In the middle of the screen is a square with an opening to one side. The big triangle throws the small triangle into this square and then blocks the opening so the small triangle is trapped. The small triangle tries to escape by pushing the big triangle away, but is unsuccessful, so instead it strokes the side of the red triangle, tickling it. For some reason this gets the red triangle to move away from the opening. The small triangle faces its point into the corner of the square space and the big triangle mimics it. As soon as it does, the small triangle escapes through the opening and disappears from the frame. The big triangle leaves the square and looks around for the small triangle.","Two triangles, a big red one and a small black one, bounce around on the screen. In the middle of the screen is a square with an opening on its right side. The triangles bounce between the outer edges of the screen (marked by a black line) and the edges of the black square in the middle. The triangles never hit each other."
12/4/2017 21:58:34,Rønn,"The small triangle had a dance with the larger one. Then they had a disagreement, however they became friends again and left the containment box",The two triangles move parallel to each other horizontally. They moved at different speeds and had a square between them.  ,"The small blue triangle followed the large red one. After avoiding numerous security checks, the small triangle eventually got caught",The two triangles moved sporadically around the field. Bouncing on the edges and almost colliding several times ,"The small, blue triangle was confined to a cell by the large red one. Then it faked that it was crying and used this as a distraction to escape ","The two triangles danced sporadically around the cell in the middle, narrowly avoiding collision several times   "
12/4/2017 22:34:51,pineconewithfeels,"With the risk of sounding like a complete moron, I think the two triangles fell in love, had a series of fights and finally acknowledges that they could never stay away from each other.","Two triangles were stuck bouncing between to walls, never reaching the room in the middle and never holding still. At the end, they suddenly passed through one wall and disappeared.","The bigger triangle was marching around. The smaller triangle decided to follow and mimic the bigger one, but whenever the big triangle turned around, the smaller one would pretend not to be doing anything. At the end, the smaller triangle accidentally walks into the bigger one and ends up fleeing from the bigger one's anger.","Two triangles bounces around in the space between four lines like those obnoxious standby animations on some DVD-players. In the end, they float away.","The small triangle is captured by the bigger one. Initially unable to escape, it comes up with a plan. It seduces/tricks the bigger triangle until it finally moves away from the door, then it escapes.",Two triangles bounce in circles around a small square room. They go in opposite directions. None of them float into the small room even though the smaller triangle might fit through the opening.
12/5/2017 12:51:43,2010,"A mother and a child. The mother incourages the child to leave home, and although the child is scared at first, they have fun outside the home.","The triangles drift slowly from side to side. Every time they hit the frame of the animation, they change their orientation slightly, and then they go back. This happens many times, and in the end they drift out of the right side of the frame","The blue triangle follows the red triangle, which is an not a morally good action. The blue hides and pretends like nothing every time the red one turns around to see if it is being followed. 
As some point the blue one touches the red one, that becomes angry and the blue is ashamed and runs away.",The triangles drift randomly around. As they hit the frame they bounce away again in a new direction with a slightly different orientation,"The red triangle i angry with the blue one and punish it by locking it up in the square. First the blue tries to escape unsuccesfully, but then it shows affection towards the red triangle, which stops locking the blue triangle up. Then the blue triangle is sad, whish in turn makes the red traingle regret its actions and be sad too. Lastly the blue triangle runs away.",The triangles move randomly bouncing from both frame and square.
12/5/2017 16:37:18,kdl,"A big red triangle and a small black triangle were inside a square which had an opening on one side. First both of those moved around the square, then they joined to form an hour-glass like shape and rotated together, still inside. Then the big one moved out on the opening, moved around outside, then went back inside, pushed the smaller one out, then they formed the hour-glass shape again outside and moved around. Finally they rotated around the square separately","A square  with one side open in the middle of the screen, a small black or blue triangle moving on a straight line above the square, and a big red triangle moving on a straight line below the square. Their parallel movement didn't align until the very end when they both moved out of the frame at the same time.","A big red triangle was moving from the lower left side of a big closed square towards the right, where a smaller black triangle appeared and started to follow the red one. They moved around the square for a wile, with the red triangle occasionally checking if the black one is following, with the black one pretending to not follow it. In the end the black bumped into the red, then they ""argued"" and it ran away.
","Again a big red and a small black or blue square inside a big closed square, bouncing around from wall to wall, the bounce corresponding to the angle the triangle's side hit the square's side. The two triangles never collided, but narrowly missed each other on 3-4 occasions. In the end both bounce out of frame on different ends of the triangle.","A square in the middle with one side opened, two triangles with the same characteristics as before, outside of the square at first, then the big one pushed the smaller inside, blocked the exit for a while, then the small one ""tricked"" the bigger one, which moved towards it, the small one got out of the square and then disappeared out of frame","Two triangles, a big red and a small black inside a big closed square which had a smaller square with one side open in the middle. The 2 triangles were bouncing wall to wall, never colliding and narrowly missing each other on multiple occasions"
12/5/2017 19:13:21,Asil,"Two triangles are inside a box. Here they find joy in going together into an hourglass shape. The bigger of the two triangles want to exit the box together with the small triangle, but the small is struggling to leave, and the big goes through several trials in figuring a way to succeed in this procedure. Once they're both out, they again go together into an hourglass shape.","Two triangles are inside a square frame, in which they go back and forth from hitting the inner sides of the square. The angle of the triangle changes with each hit in accordance with the angle to which the side is hit. In the end, both triangles manage  to surpass the frame. ","The red triangle is being followed by the blue triangle. In the end, the red triangle becomes upset about this and yells at the blue, whom decides to leave.","Two triangles are moving around inside a square frame, with each hit being sent into a new direction. In the end, the two triangles exit the frame.","A small triangle is forced into a square frame by a big triangle. The small triangle tries to force itself out by pushing the big triangle, which is blocking the exit. A this is unsuccesful the small triangle tries a different technique out petting the big triangle, and thereby welcoming reconciliation. The big triangle joins the square frame, and the small triangle escapes.","Two triangles are inside a square frame. In the center of this frame is a smaller square. The triangles are moving in the room between the two squares, sent between the walls and put in a new direction from each hit."
12/5/2017 21:02:37,1105,"It seemed like the two triangles had some kind of difficult relationship, at first they were good friends and then something happened and at the end they were friends again",The triangles are just bouncing back and forth as if they had no purpose but just traveling back and forth,The big red triangle is 'walking' and the small starts to follow. The big one realizes this but is okay with it until he finally confronts the small one and it runs away,they are just bouncing with no purpose I think,The red one tries to capture the small one in the box and the small one tries to escape but cannot until he tricks the red one to go in the corner,"They just bounce again, not making any sense. They never touch though"
12/5/2017 21:26:14,qw1952,"initially like a triangle child pused out of the nest to ""learn how to fly""","two pieces of cheese (after expiration date) are having a lovely road trip in a trunk of a food delivery truck, which's capacity was not fully taken advantage of, on a bumpy Wallonian highway.",Castle guard's son (whose also an aspiring pickpocketer) comes to a bring your child to work day and shamelessly tries to steal from his fathers colleagues.,"Two casual acquaintances are having a night out in the 1980s, but the arcade machine seems to have some software bugs.","Horrifying presentation of child labourers' working conditions in times of laissez faire capitalism. Only the sly survived, as demostrated by a successful subterfuge performed by a child worker, resulting in his escape. ","A search party cosisting of two intoxicated high schoolers is putting a great, however hopeless effort into finding their fake IDs"
11/25/2018 22:03:46,Helix,"The small triangle and the big triangle were frolicking around inside the box. The large triangle wanted to go outside the box, the small triangle wanted to stay inside. The small triangle tried to pull the large triangle back into the box, while the large triangle tried to lure or nudge the smaller triangle outside of the box.","One could construe that as the triangles maybe swimming around, or ice skating. But it mostly seemed like the two triangles were mindlessly and randomly bouncing around inside the outer box. ","The smaller triangle was following the larger triangle. The larger triangle keeps turning around. The first time it turns around, the small triangle is out of the larger triangles field of view. The second time it gets seen, but looks away. The third time it manages to bump into the large triangle, which makes the larger triangle scold the small triangle. This in turn causes the small triangle to run away.","Both triangles are bouncing around inside the cube, randomly reorienting themselves every time they hit a wall. They just barely miss each other every time they bounce.","The large triangle pushes the small triangle into the box, and blocks the exit. The small triangle tries to find a way around the large triangle to no avail. The small triangle then goes into the corner and cries, only for the large triangle to try and cheer it up. The small triangle then seizes the opportunity and escapes out of door.",The triangles are randomly bouncing around the room
11/25/2018 22:28:30,525,"There were two triangles interacting with each other, getting closer and further, sometimes spinning as if they were dancing. The big red triangle seemed to control the events, at one point it even locked the small one out.","Two triangles, a smaller and a bigger one, were moving from side to side with similar speed in a rectangle. Each time they hit the sides of the rectangle, they changed position a bit, and the part of the rectangle they hit also changed each time. In the end they left the rectangle to the right.","There was a big red triangle and a small blue one. The small blue one seemed to start imitating the big one and follow it around, but each time the red one turned, the blue one pretended not following it. At some point the big one realized what the small one is doing and confronted it, they got further away from each other, like they were in a fight then the small one ran away.","Two triangles were moving inside a rectangle, hitting the sides, and turning a bit each time they did so. In the end they left the rectangle.","There were two triangles a big and a small one. They were doing something together, then the big one seemed to trap the small one inside the box, and the small one was trying to get out. The big one went in and interacted with the small one, then the small one escaped the box and the picture. The big one went out, was looking for it,spinning and looking in all directions, but couldn't find it, ","Two triangles were moving and hitting the walls inside a rectangle with a smaller box inside. Each time they hit a wall, they were spinning a bit. They couldn't get inside the box, their movements were kind of random and not coordinated."
11/26/2018 9:03:28,marie,Either the two triangles were playing or fighting trying to keep each other out of the open box.,The two triangles moved back and forth from the two walls,The small triangle copied the big triangle. It tried not to be 'caught' in doing this but the big triangle found out in the end.,The triangles bounced from wall to wall with no direct route.,The small triangle  wanted the big one in the box but the big triangle ended up blocking the entrance and at last the small triangle left.,The triangles bounced from the walls of the outer box to the walls of the inner box all the way around.
11/26/2018 12:50:21,cheese,The big one tries to be in control of the small one and getting it out of the box,"the triangles bounces from side to side. Not in ""control"" of what they do",the small one follows the big one. The big one confronts the small one,they bounce into the walls.,"the big one will not let the small one get out, but the small one finds a way in the end",they bounce randomly around
11/26/2018 12:54:59,princess banana hammock,the little triangle is the bigger ones child. The little triangle is very attached to it's mother but the mother is trying to get it outside the house (the square) first by trying to get it to follow and later by actually blocking it out,The triangle are now harder to give human values (lack of ability to apply Perceptual animacy). They seem just to be floating from one side to the other separated by the square with no real goal or intention. ,"the baby triangle follows the mother triangle. The baby triangle doesn't want the mother triangle to know, and when she finds out the baby runs away (once again full on perceptual animacy)",The triangles now don't seem human and just floats around the space like the non-gravity targets in a game of bubble struggle game...,"the baby triangle is forced into the house by the mother and is kept there. It tries to escape by tickling the mother, but it doesn't work. At last the baby triangle escapes and the mothers go looking for it",the movements of the triangles again seem random and have no intentions. They just bob around the space with no gravity hold
11/26/2018 12:56:33,:)),"It is a bit like a play between two. They seem to teach each other, maybe because they have an interest in each other. ",One small and one big triangle flows between the two edges of the screen randomly turning a bit each time they hit a boarder. ,"A small triangle follows or almost stalks a bigger triangle. Every time the red triangle turns around, the small triangle also turns around and it is like the bigger triangle are not able to see the small one. At last the big triangle busts the small triangle and the small triangle runs away. ","A big and a small triangle moves seemingly random between the four boarders of the screen, turning a bit each time they hit a boarder. Never collide with each other. ",A red triangle blocks the way for a small triangle. The small triangle tries to get past in different ways. One way is to caress the bigger triangle and that seems to make the bigger triangle like the smaller triangle. Therefore the bigger triangle follows the small one into a corner and the small one succeeds in getting away. ,Two triangles randomly moving around a square with an entrance. 
11/26/2018 12:58:29,anonymous,"The two triangles were happy together, but the big one wanted to go outside the box. Then the big triangle made the little one go outside, where they were happy again.",Two triangles were bouncing randomly from one side to the other,"The little triangle was mimicking the big one, who would sometimes turn around to chech what the little one was doing.",Two trianlges were bouncing randomly around the space,"the big triangle traped the small one inside a box, but the small one tricked it to let it ouside",Two triangles bouncing randomly into each surface
11/26/2018 15:05:55,A Silly Moose,"It would appear that the two triangles hold some affection for one another. When the red triangle was about to leave the box, the blue triangle seemingly didn't want the red one to go. Even after the red one had gone back in and consoled the blue one, the blue triangle tried to physically keep the red one from leaving.
For some reason, this causes the red triangle to kick the other triangle out, and the blue triangle wanders around for a bit but can't bring itself to leave, and eventually the two triangles reconcile.","The two triangles are sliding back and forth between the left and right sides of the big box, with the blue triangle moving around at the top half of the box and the red triangle moving about in the bottom half. In terms of direction and speed, they follow each other, but they do not always face exactly the same way. Often when they bump into the sides of the box, they turn slightly, occasionally but not always in the same direction. In the end, both of them slide out of view in the right side of the screen.","The red triangle comes onto the screen, and appears to be moving very rhythmically around the edges of the box; perhaps it is jumping. Then, a blue triangle enters, sees the red triangle and begins to follow it, mimicking its movements. Whenever the red triangle looks back, however, the blue triangle turns or moves away, as if to pretend that it is isn't following the red triangle.
Eventually, the blue triangle pokes the red one, and appears to find it very funny, while it makes the red one angry. The blue triangle runs away, turns around and seems to laugh one more time before exiting the screen. The red triangle appears to angrily shout something at the blue one after it leaves.","The triangles appear to slide around the screen, turning slightly whenever they bump into the wall, and then continuing on. There doens't appear to be much, if any, interaction between the triangles, and they seem to pay eachother no mind. At one point they almost collide, but eventually they just slide out of the screen.","The red triangle and the blue triangle seems to be wrestling in the corner of the screen, until the red triangle manages to overpower the blue one and trap it in the small box, interposing itself in the entrance. The blue triangle tries to tackle the red one to force its way out of the box, but fails. It then tries to tickle the red one, which only leads to the red one pushing the blue one further back in the box. Then the blue triangle pretends to cry in the corner, causing the red triangle to approach it, leaving the door open. The blue triangle quickly escapes, and the red triangle runs out of the box, and looks around to see where the blue one went.","Once again, the triangles just appear to slide around the screen at random, turning a bit when they bump into a wall. Nothing of particular interest happens."
11/26/2018 15:36:50,GossipGirl,"The big and the small triangle were dancing in a circle. Then the big triangle tried to get the little triangle to come out of the box with it, but the small triangle wouldn't. The big triangle tried to drag and push the small triangle and when it finally got it out of the box, they danced outside the box",the small triangle was moving from side to side on top of the screen and the big triangle was moving from side to side on the bottom of the screen. every time they hit the side of the screen the triangles rotate a little. in the end the two triangles slide out of the screen to the right hand side,"The big triangle is walking around on the screen. then the small triangle comes in and copies the big triangle, walking behind it. the big triangle looks around and the small triangle looks away - this happens two times. the third time the big triangle looks around at the small triangle it gets mad at the small triangle, whom gets upset and runs out of the screen",the big triangle and the small triangle are moving around inside a very big square. every time they hit the side of the square they rotate and change direction. in the end they move out of the screen,the small triangle and the big triangle are standing in the corner and the big triangle pushes the small triangle into the big square and blocks the entrance so the small triangle can't get out. the small triangle tries to get out but goes to the corner of the square to cry. then the big triangle comes over to comfort it and the small triangle rushes out of the square. the big triangle is very confused and can't find the small triangle,"there's a square in the middle of the screen with one open side. the two triangles (one big and one small) are moving around on the screen. every time they hit the middle square of the edge of the screen, they change direction and rotate"
11/26/2018 22:36:28,HM,"There was a mummy- bird trying to convince a little baby- bird to get out of the nest and try to fly. The baby- bird however, was afraid and waned to come back to she safe place. Then mummy- bird covered the entrance to the nest with her body, so little bird had no other choice and take the leap of faith  :) ","The small triangle movement trajectory resembles the one of the bigger triangle. They both are just bouncing from the walls, probably trying to get inside the box in the middle (but don't succeed). ","the smaller triangle is parroting the bigger one and pretends not to be doing that whenever the bigger one looks at it. Finally, when the bigger guy notices the other one following him, the smaller guy becomes angry and deny following the big guy (and then escapes, because he is afraid of being beaten )","Both triangles bounce off the walls, without touching each other (probably trying to avoid any contact )","Both triangles are fighting and the smaller one is being imprisoned by the bigger one. He tries to escape, but unsuccessfully. Then he comes up with a sneaky idea and pretend being nice to the big bad guy. When the big triangle forgives the smaller one and sets him free, the smaller one escapes.",Both triangles are just randomly bouncing off the walls and cannot get into the box because they don't cooperate.
